0.32912,-1.7457,-1
-2.1015,0.44595,-1
-0.14449,-2.6233,-1
0.79296,2.1726,1
0.47731,0.30067,1
-2.0746,0.25742,1
0.4345,0.16309,1
1.7328,1.0157,1
1.6614,0.86679,1
-0.323,-1.2793,1
1.4123,-0.95526,-1
-0.2017,-0.94377,1
-2.1705,-0.35211,1
0.5892,-1.5102,-1
-0.88875,-1.4089,1
0.17021,-1.6594,-1
1.6358,0.33454,1
-0.12093,0.17224,-1
-0.80946,1.0493,-1
0.16583,0.67561,1
-0.064926,1.0159,-1
-0.69646,-0.44953,1
1.2693,-0.72227,-1
-1.2474,-0.064961,1
0.55902,-0.84191,-1
0.29204,0.16973,1
0.5439,0.5159,1
-0.67798,1.1289,-1
-1.2355,0.99047,-1
1.7816,0.20499,1
0.1334,-1.2352,-1
1.2358,-0.70362,-1
1.3499,-0.22459,1
-0.30685,-0.84789,1
-0.11955,-0.67915,1
0.94638,1.7239,1
0.91966,2.2019,1
-0.78404,-0.28837,1
2.5809,0.81211,1
0.30157,1.038,1
0.78162,0.15548,1
1.0393,0.78132,1
1.0828,1.8253,1
1.3416,0.67291,1
-0.80795,1.2396,-1
-0.27286,2.0033,-1
-0.24233,-0.38564,1
-0.95456,1.6171,-1
0.10873,2.2022,-1
-0.9708,2.0822,-1
-0.81178,-0.45862,1
-2.1787,1.4956,-1
0.94479,-1.1464,-1
1.1406,0.37564,1
0.10759,2.1297,-1
-0.20307,1.0804,-1
-1.121,-0.26005,1
1.7702,1.8145,1
0.22729,-0.10732,-1
-1.3933,0.28591,-1
0.41424,0.79095,1
-1.0183,1.2885,-1
-1.0537,0.51093,-1
-0.60709,0.0085389,1
0.51569,-1.141,-1
-0.52151,0.77271,-1
-0.61709,-1.1085,1
0.3737,-1.2131,-1
-0.22529,0.097536,-1
0.21264,0.076678,1
1.3571,-0.93611,-1
-0.87997,1.7061,-1
-1.5224,-0.44212,1
0.19984,-1.5603,-1
0.71291,0.52021,1
0.52621,-0.10667,-1
-0.0046157,0.94881,-1
-1.2189,0.21827,-1
1.0469,0.46189,1
0.71529,0.3961,1
-0.39735,-0.96428,1
-0.8948,-0.38358,1
-1.579,-1.4318,1
-0.82873,0.022088,1
-0.99391,0.90213,-1
-0.11113,0.79768,-1
-1.1468,0.81311,-1
-0.60677,-0.75142,1
0.089342,-1.2512,-1
0.99594,-1.2661,-1
0.067064,-2.1243,-1
-1.3846,-0.49361,1
-0.035768,0.16728,-1
1.6169,-0.012817,1
-2.2837,1.2344,-1
0.61326,-0.18688,-1
-1.3722,0.50615,-1
0.58683,2.3938,1
-0.020225,0.76157,-1
0.96796,-0.61382,-1
1.4223,0.35773,1
1.1133,-0.47098,-1
0.28406,-0.45435,-1
0.73526,-1.5298,-1
0.34374,1.5703,1
-0.67729,0.36091,-1
0.089989,0.16578,1
0.59638,1.8867,1
0.23837,-0.72626,-1
1.2375,0.062588,1
0.62619,-1.1055,-1
2.4259,-0.80053,-1
0.37375,-1.9339,-1
-3.0853,0.47221,1
-0.69548,-0.5433,1
-0.097795,-0.44508,1
-1.0354,0.43538,-1
-0.35256,0.57916,-1
-0.4602,1.7311,-1
-0.42567,0.47142,-1
1.2045,1.8696,1
-0.37953,0.13986,-1
-0.77058,0.24796,-1
-0.63279,0.45912,-1
0.084078,-1.0356,-1
-0.81232,-1.5242,1
1.1749,1.1724,1
-1.4217,-1.5113,1
-1.1053,0.35765,-1
0.48178,0.94553,1
0.42846,1.1756,1
-1.1403,1.2665,-1
-1.4647,3.1941,-1
-0.11393,-0.52901,1
-0.024588,0.12308,-1
-1.6111,0.40216,-1
0.85404,0.69406,1
0.28744,-0.72885,-1
-1.5738,0.66363,-1
1.2067,0.35815,1
-0.60617,0.41963,-1
1.2031,1.1967,1
-0.6206,-0.62714,1
0.18393,-0.19038,-1
1.8577,0.26239,1
-0.32357,-0.90986,1
0.38324,-0.77657,-1
0.25467,0.39954,1
0.058433,0.1208,1
-2.3772,1.298,-1
-0.95733,1.0334,-1
-0.6697,1.0804,-1
0.13915,0.20362,1
-1.0432,-0.53417,1
-0.47712,1.3326,-1
0.30598,0.58766,1
-3.1366,0.60352,-1
1.304,0.8151,1
-0.61386,-0.71229,1
1.6929,0.6239,1
0.95923,-0.095416,1
-0.24197,-0.50545,1
-2.1276,0.063323,1
0.20242,-2.0276,-1
0.73861,-1.1346,-1
0.5437,2.1307,1
0.84577,-0.8809,-1
-0.6012,-0.4783,1
-0.45572,-1.3347,1
1.128,1.2763,1
-1.1425,0.79523,-1
0.081164,-0.45138,-1
-0.64418,-0.14792,1
2.5892,-0.14492,1
-0.37231,1.866,-1
-0.33927,0.17588,-1
-0.74605,0.4361,-1
1.2686,1.8321,1
-0.011947,-0.4842,-1
0.61797,-0.92738,-1
-3.4213,-0.22239,1
0.29245,1.0064,1
-0.014135,1.2616,-1
-0.34163,-1.5134,1
-0.59964,-1.1479,1
-0.60714,-0.50376,1
-0.32544,0.1799,-1
-0.21146,2.5105,-1
0.84493,2.9988,1
-0.71461,-0.43453,1
-0.0029295,-2.9641,-1
0.92054,1.0584,1
-2.5436,0.096671,1
0.80903,-0.81979,-1
-0.31705,0.38918,-1
-0.21108,1.6792,-1
0.91906,0.32915,1
0.32741,1.1766,1
-0.34982,-1.9638,1
-0.89247,0.48463,-1
-1.6892,0.35928,-1
-0.15085,-1.1938,1
-0.37384,-1.5939,1
0.62888,-0.40109,-1
-0.6553,0.38525,-1
1.385,-1.2638,-1
-0.50438,1.0812,-1
-1.8872,-0.74738,1
-0.68356,1.1892,-1
0.12704,-0.72669,-1
0.66305,0.50201,1
0.64888,-0.47774,-1
-0.70116,1.8515,-1
-0.2855,1.281,-1
1.4774,1.5224,1
-0.46376,-1.2808,1
1.5141,0.0058081,1
1.0314,-0.1318,1
0.34366,1.4007,1
-2.3365,0.18069,1
0.022221,-1.1217,-1
-1.2828,-0.65657,1
0.27096,-0.48665,-1
0.48698,0.41544,1
-0.77852,-0.56528,1
-0.28723,-0.63054,1
1.1604,-0.48721,-1
0.0049205,0.11344,-1
-0.10483,-0.047278,1
0.21931,0.72819,1
0.22886,1.3701,1
-1.4949,-0.090695,1
1.836,-1.573,-1
0.63425,-1.6674,-1
0.087276,-1.024,-1
1.0298,1.8245,1
0.87314,0.049455,1
0.88547,-0.20019,-1
-0.80785,-3.0049,1
-0.47987,0.64151,-1
-0.24292,-0.062213,1
-0.76363,0.24139,-1
-1.4488,1.2503,-1
1.1885,-1.4256,-1
-1.4378,1.4685,-1
-1.2757,-1.8138,1
-0.86607,-0.52018,1
-1.1121,1.2416,-1
2.1155,-0.37378,-1
0.012811,-1.5583,-1
-1.0247,1.1998,-1
-0.52281,1.1732,-1
0.22532,-1.1016,-1
-0.46864,-1.5369,1
-0.74871,-0.78259,1
0.59665,-0.19234,-1
0.29845,1.1587,1
-0.11516,-0.72527,1
-0.38168,-0.48682,1
0.55911,-0.21105,-1
1.5585,-0.51206,-1
0.58656,0.76451,1
-0.53346,-1.8803,1
-0.15306,-0.87467,1
-0.026818,-0.51448,-1
1.3105,0.21817,1
-1.1592,0.39818,-1
-0.46163,0.75654,-1
0.84084,-1.0251,-1
0.81031,-1.7825,-1
0.41593,0.53007,1
0.63203,0.93714,1
0.31834,0.82323,1
-0.6495,-0.33796,1
-1.5841,0.60633,-1
-0.083981,0.18324,-1
0.35284,-0.73569,-1
0.095481,-1.1499,-1
1.3512,0.082078,1
-2.2714,-0.16603,1
-0.17504,1.6586,-1
